,dataset,question_type,config,madp,llm,mean_metric,std_metric,count,ci_lower,ci_upper,iters
654,FANToM,FactQ,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.22576232945800784,0.12186583010115057,100,0.20187662675818233,0.24964803215783335,5.0
657,FANToM,FactQ,Mixed-A Reflection T5,Reflection,Mixed,0.18656389356042946,0.09881755220543113,100,0.16719565332816497,0.20593213379269396,5.0
659,FANToM,FactQ,Mixed-B Reflection T5,Reflection,Mixed,0.19217609411881348,0.0966133286679984,100,0.1732398816998858,0.21111230653774116,5.0
680,FANToM,Info_AccessQ_Binary,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.800531914893617,0.40013295662657367,376,0.7600867628799033,0.8409770669073307,1.0
681,FANToM,Info_AccessQ_Binary,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.8404255319148937,0.36669890251592385,376,0.8033598700894925,0.8774911937402948,2.0
682,FANToM,Info_AccessQ_Binary,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.8377659574468085,0.3691566005703823,376,0.8004518732663621,0.8750800416272548,3.0
683,FANToM,Info_AccessQ_Binary,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.8164893617021277,0.38760036449052976,376,0.7773109951047956,0.8556677282994598,4.0
684,FANToM,Info_AccessQ_Binary,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.800531914893617,0.4001329566265736,376,0.7600867628799033,0.8409770669073307,5.0
705,FANToM,Info_AccessQ_Binary,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.8324468085106383,0.37396666138813384,376,0.7946465268357158,0.8702470901855609,1.0
706,FANToM,Info_AccessQ_Binary,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.8164893617021277,0.38760036449052965,376,0.7773109951047956,0.8556677282994598,2.0
707,FANToM,Info_AccessQ_Binary,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.7978723404255319,0.4021220308060408,376,0.7572261342216478,0.838518546629416,3.0
708,FANToM,Info_AccessQ_Binary,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.8271276595744681,0.3786407193187771,376,0.7888549274792664,0.8654003916696698,4.0
709,FANToM,Info_AccessQ_Binary,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.8590425531914894,0.3484413114395745,376,0.82382235556557,0.8942627508174087,5.0
712,FANToM,Info_AccessQ_Binary,Mixed-A Reflection T5,Reflection,Mixed,0.824468085106383,0.38092831737575455,376,0.7859641242417724,0.8629720459709936,5.0
714,FANToM,Info_AccessQ_Binary,Mixed-B Reflection T5,Reflection,Mixed,0.8457446808510638,0.3616745921934493,376,0.8091868727062735,0.8823024889958541,5.0
735,FANToM,Info_AccessQ_List,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.37777777777777777,0.4875478144866783,90,0.27704935572612194,0.4785061998294336,1.0
736,FANToM,Info_AccessQ_List,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.37777777777777777,0.4875478144866783,90,0.27704935572612194,0.4785061998294336,2.0
737,FANToM,Info_AccessQ_List,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.32222222222222224,0.469945676463213,90,0.225130439562963,0.4193140048814815,3.0
738,FANToM,Info_AccessQ_List,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.26666666666666666,0.4446940622369092,90,0.1747919215567414,0.35854141177659193,4.0
739,FANToM,Info_AccessQ_List,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.3111111111111111,0.4655417152513843,90,0.21492919626473758,0.4072930259574846,5.0
760,FANToM,Info_AccessQ_List,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.2777777777777778,0.4504124895432844,90,0.18472159334626573,0.3708339622092899,1.0
761,FANToM,Info_AccessQ_List,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.2222222222222222,0.41806880186893863,90,0.1358483128947399,0.30859613154970456,2.0
762,FANToM,Info_AccessQ_List,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.24444444444444444,0.43216494747112655,90,0.15515824126325317,0.3337306476256357,3.0
763,FANToM,Info_AccessQ_List,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.24444444444444444,0.4321649474711266,90,0.15515824126325317,0.3337306476256357,4.0
764,FANToM,Info_AccessQ_List,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.25555555555555554,0.4386165972131144,90,0.16493642772814343,0.34617468338296764,5.0
767,FANToM,Info_AccessQ_List,Mixed-A Reflection T5,Reflection,Mixed,0.2777777777777778,0.45041248954328433,90,0.18472159334626576,0.3708339622092898,5.0
769,FANToM,Info_AccessQ_List,Mixed-B Reflection T5,Reflection,Mixed,0.2777777777777778,0.45041248954328433,90,0.18472159334626576,0.3708339622092898,5.0
790,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.6287878787878788,0.48496955173649475,132,0.5460539632672278,0.7115217943085298,1.0
791,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.5,0.5019047688023742,132,0.4143770024472183,0.5856229975527817,2.0
792,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.5833333333333334,0.49488477595883557,132,0.4989079192016001,0.6677587474650667,3.0
793,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.49242424242424243,0.5018471547553728,132,0.40681107360334784,0.5780374112451371,4.0
794,Hi-ToM,Listener_Belief_Private_Communication,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.5303030303030303,0.50098214896195,132,0.44483742809942467,0.6157686325066358,5.0
815,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.48484848484848486,0.5016742729147641,132,0.3992648089958493,0.5704321607011205,1.0
816,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.5,0.5019047688023743,132,0.4143770024472183,0.5856229975527817,2.0
817,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.49242424242424243,0.5018471547553727,132,0.40681107360334784,0.578037411245137,3.0
818,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.4772727272727273,0.501386004044835,132,0.39173822896587074,0.5628072255795838,4.0
819,Hi-ToM,Listener_Belief_Private_Communication,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.45454545454545453,0.49982647925904655,132,0.3692770050893306,0.5398139040015785,5.0
822,Hi-ToM,Listener_Belief_Private_Communication,Mixed-A Reflection T5,Reflection,Mixed,0.5303030303030303,0.50098214896195,132,0.44483742809942467,0.6157686325066358,5.0
824,Hi-ToM,Listener_Belief_Private_Communication,Mixed-B Reflection T5,Reflection,Mixed,0.36363636363636365,0.482878254577619,132,0.28125921526089004,0.44601351201183725,5.0
845,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.5073529411764706,0.5008674914351673,272,0.44782861822962244,0.5668772641233187,1.0
846,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.45955882352941174,0.4992804677302262,272,0.400223106377814,0.5188945406810095,2.0
847,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.44485294117647056,0.49786553304582903,272,0.38568537833822514,0.504020504014716,3.0
848,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.48161764705882354,0.5005830115193178,272,0.4221271324039338,0.5411081617137132,4.0
849,Hi-ToM,Listener_Belief_Public_Claim,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.5073529411764706,0.5008674914351674,272,0.4478286182296224,0.5668772641233187,5.0
870,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.4117647058823529,0.49306015194504976,272,0.35316822633742695,0.4703611854272789,1.0
871,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.41911764705882354,0.49432419944038425,272,0.3603709450047129,0.4778643491129342,2.0
872,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.40808823529411764,0.4923855848230365,272,0.34957192296288925,0.46660454762534603,3.0
873,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.44485294117647056,0.4978655330458293,272,0.3856853783382251,0.504020504014716,4.0
874,Hi-ToM,Listener_Belief_Public_Claim,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.4632352941176471,0.4995656893860119,272,0.40386568052389504,0.5226049077113991,5.0
877,Hi-ToM,Listener_Belief_Public_Claim,Mixed-A Reflection T5,Reflection,Mixed,0.46691176470588236,0.49982360682771076,272,0.4075114995698445,0.5263120298419202,5.0
879,Hi-ToM,Listener_Belief_Public_Claim,Mixed-B Reflection T5,Reflection,Mixed,0.4375,0.4969928017772996,272,0.3784361546893683,0.4965638453106317,5.0
900,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.8939393939393939,0.3090881876572578,132,0.8412101536922431,0.9466686341865448,1.0
901,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.8939393939393939,0.30908818765725776,132,0.8412101536922431,0.9466686341865448,2.0
902,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.9090909090909091,0.2885749523483134,132,0.8598611468440339,0.9583206713377842,3.0
903,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.9090909090909091,0.28857495234831343,132,0.8598611468440339,0.9583206713377842,4.0
904,Hi-ToM,Listener_Temporal_Private_Communication,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.9090909090909091,0.2885749523483134,132,0.8598611468440339,0.9583206713377842,5.0
925,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.8636363636363636,0.34448162788461556,132,0.804869140420446,0.9224035868522813,1.0
926,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.8787878787878788,0.3276169572712153,132,0.8228977026542298,0.9346780549215278,2.0
927,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.9393939393939394,0.239515278882059,132,0.8985335662468427,0.9802543125410362,3.0
928,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.9090909090909091,0.2885749523483133,132,0.8598611468440339,0.9583206713377842,4.0
929,Hi-ToM,Listener_Temporal_Private_Communication,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.9166666666666666,0.27743829976792506,132,0.8693367739486507,0.9639965593846825,5.0
932,Hi-ToM,Listener_Temporal_Private_Communication,Mixed-A Reflection T5,Reflection,Mixed,0.9621212121212122,0.1916303307640744,132,0.9294298245075755,0.9948125997348488,5.0
934,Hi-ToM,Listener_Temporal_Private_Communication,Mixed-B Reflection T5,Reflection,Mixed,0.8409090909090909,0.3671542192050682,132,0.7782740119726974,0.9035441698454845,5.0
955,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.8529411764705882,0.35481738486272735,272,0.8107738069269832,0.8951085460141932,1.0
956,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.9080882352941176,0.2894338912872101,272,0.8736912007263973,0.942485269861838,2.0
957,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.8897058823529411,0.3138334368589992,272,0.8524091458576512,0.9270026188482311,3.0
958,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.8676470588235294,0.33949873031868105,272,0.8273001958126569,0.907993921834402,4.0
959,Hi-ToM,Listener_Temporal_Public_Claim,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.8897058823529411,0.31383343685899934,272,0.8524091458576512,0.9270026188482311,5.0
980,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.7536764705882353,0.431663407247477,272,0.7023765309900161,0.8049764101864545,1.0
981,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.8529411764705882,0.3548173848627275,272,0.8107738069269832,0.8951085460141932,2.0
982,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.9044117647058824,0.29456770428410245,272,0.8694046151915917,0.939418914220173,3.0
983,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.9227941176470589,0.26740985631943925,272,0.8910144734918364,0.9545737618022814,4.0
984,Hi-ToM,Listener_Temporal_Public_Claim,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.9154411764705882,0.2787369182396813,272,0.8823153964544667,0.9485669564867097,5.0
987,Hi-ToM,Listener_Temporal_Public_Claim,Mixed-A Reflection T5,Reflection,Mixed,0.9558823529411765,0.20573500882731133,272,0.9314322991518607,0.9803324067304924,5.0
989,Hi-ToM,Listener_Temporal_Public_Claim,Mixed-B Reflection T5,Reflection,Mixed,0.7205882352941176,0.4495373016154921,272,0.6671641181861323,0.774012352402103,5.0
1010,Hi-ToM,Order_0,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,1.0,0.0,100,1.0,1.0,1.0
1011,Hi-ToM,Order_0,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.99,0.09999999999999999,100,0.9704,1.0096,2.0
1012,Hi-ToM,Order_0,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.98,0.14070529413628968,100,0.9524217623492872,1.0075782376507127,3.0
1013,Hi-ToM,Order_0,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.99,0.1,100,0.9704,1.0096,4.0
1014,Hi-ToM,Order_0,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.96,0.19694638556693236,100,0.9213985084288813,0.9986014915711187,5.0
1035,Hi-ToM,Order_0,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.98,0.14070529413628968,100,0.9524217623492872,1.0075782376507127,1.0
1036,Hi-ToM,Order_0,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.95,0.2190429135575903,100,0.9070675889427122,0.9929324110572877,2.0
1037,Hi-ToM,Order_0,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.98,0.1407052941362897,100,0.9524217623492872,1.0075782376507127,3.0
1038,Hi-ToM,Order_0,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.98,0.1407052941362897,100,0.9524217623492872,1.0075782376507127,4.0
1039,Hi-ToM,Order_0,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.98,0.1407052941362897,100,0.9524217623492872,1.0075782376507127,5.0
1042,Hi-ToM,Order_0,Mixed-A Reflection T5,Reflection,Mixed,0.99,0.09999999999999999,100,0.9704,1.0096,5.0
1044,Hi-ToM,Order_0,Mixed-B Reflection T5,Reflection,Mixed,0.95,0.21904291355759026,100,0.9070675889427122,0.9929324110572877,5.0
1065,Hi-ToM,Order_1,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.46,0.5009082659620332,100,0.3618219798714415,0.5581780201285585,1.0
1066,Hi-ToM,Order_1,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.48,0.5021167315686783,100,0.381585120612539,0.578414879387461,2.0
1067,Hi-ToM,Order_1,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.52,0.5021167315686782,100,0.42158512061253905,0.618414879387461,3.0
1068,Hi-ToM,Order_1,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.49,0.5024183937956913,100,0.3915259948160445,0.5884740051839554,4.0
1069,Hi-ToM,Order_1,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.47,0.501613558046592,100,0.37168374262286796,0.568316257377132,5.0
1090,Hi-ToM,Order_1,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.45,0.5,100,0.352,0.548,1.0
1091,Hi-ToM,Order_1,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.43,0.49756985195624304,100,0.3324763090165763,0.5275236909834237,2.0
1092,Hi-ToM,Order_1,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.42,0.49604496374885815,100,0.3227751871052238,0.5172248128947762,3.0
1093,Hi-ToM,Order_1,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.46,0.5009082659620332,100,0.3618219798714415,0.5581780201285585,4.0
1094,Hi-ToM,Order_1,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.49,0.5024183937956914,100,0.39152599481604444,0.5884740051839555,5.0
1097,Hi-ToM,Order_1,Mixed-A Reflection T5,Reflection,Mixed,0.48,0.5021167315686783,100,0.381585120612539,0.578414879387461,5.0
1099,Hi-ToM,Order_1,Mixed-B Reflection T5,Reflection,Mixed,0.45,0.5,100,0.352,0.548,5.0
1120,Hi-ToM,Order_2,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.37,0.4852365870939097,100,0.2748936289295937,0.4651063710704063,1.0
1121,Hi-ToM,Order_2,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.37,0.48523658709390965,100,0.2748936289295937,0.4651063710704063,2.0
1122,Hi-ToM,Order_2,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.34,0.47609522856952335,100,0.24668533520037345,0.4333146647996266,3.0
1123,Hi-ToM,Order_2,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.34,0.4760952285695233,100,0.24668533520037345,0.4333146647996266,4.0
1124,Hi-ToM,Order_2,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.43,0.497569851956243,100,0.3324763090165764,0.5275236909834237,5.0
1145,Hi-ToM,Order_2,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.32,0.4688261722621507,100,0.22811007023661847,0.41188992976338157,1.0
1146,Hi-ToM,Order_2,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.33,0.4725815626252608,100,0.2373740137254489,0.42262598627455117,2.0
1147,Hi-ToM,Order_2,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.34,0.4760952285695233,100,0.24668533520037345,0.4333146647996266,3.0
1148,Hi-ToM,Order_2,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.35,0.4793724854411023,100,0.2560429928535439,0.44395700714645603,4.0
1149,Hi-ToM,Order_2,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.32,0.4688261722621506,100,0.2281100702366185,0.4118899297633815,5.0
1152,Hi-ToM,Order_2,Mixed-A Reflection T5,Reflection,Mixed,0.35,0.4793724854411023,100,0.2560429928535439,0.44395700714645603,5.0
1154,Hi-ToM,Order_2,Mixed-B Reflection T5,Reflection,Mixed,0.33,0.47258156262526074,100,0.23737401372544892,0.4226259862745511,5.0
1175,Hi-ToM,Order_3,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.44,0.4988876515698588,100,0.3422180202923077,0.5377819797076924,1.0
1176,Hi-ToM,Order_3,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.35,0.4793724854411021,100,0.2560429928535439,0.44395700714645603,2.0
1177,Hi-ToM,Order_3,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.32,0.4688261722621506,100,0.2281100702366185,0.4118899297633815,3.0
1178,Hi-ToM,Order_3,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.4,0.4923659639173309,100,0.30349627107220317,0.4965037289277969,4.0
1179,Hi-ToM,Order_3,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.35,0.47937248544110217,100,0.2560429928535439,0.44395700714645603,5.0
1200,Hi-ToM,Order_3,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.37,0.48523658709390977,100,0.2748936289295937,0.4651063710704063,1.0
1201,Hi-ToM,Order_3,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.33,0.47258156262526074,100,0.23737401372544892,0.4226259862745511,2.0
1202,Hi-ToM,Order_3,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.31,0.4648231987117318,100,0.21889465305250058,0.40110534694749944,3.0
1203,Hi-ToM,Order_3,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.38,0.4878317312145633,100,0.2843849806819456,0.4756150193180544,4.0
1204,Hi-ToM,Order_3,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.3,0.46056618647183833,100,0.20972902745151967,0.3902709725484803,5.0
1207,Hi-ToM,Order_3,Mixed-A Reflection T5,Reflection,Mixed,0.29,0.45604802157206864,100,0.20061458777187452,0.37938541222812544,5.0
1209,Hi-ToM,Order_3,Mixed-B Reflection T5,Reflection,Mixed,0.37,0.4852365870939097,100,0.2748936289295937,0.4651063710704063,5.0
1230,Hi-ToM,Order_4,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.26,0.44084400227680814,100,0.1735945755537456,0.34640542444625444,1.0
1231,Hi-ToM,Order_4,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.29,0.45604802157206864,100,0.20061458777187452,0.37938541222812544,2.0
1232,Hi-ToM,Order_4,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.28,0.45126085985421294,100,0.1915528714685743,0.36844712853142575,3.0
1233,Hi-ToM,Order_4,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.3,0.46056618647183817,100,0.20972902745151972,0.39027097254848025,4.0
1234,Hi-ToM,Order_4,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.25,0.4351941398892446,100,0.16470194858170806,0.33529805141829194,5.0
1255,Hi-ToM,Order_4,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.3,0.4605661864718383,100,0.2097290274515197,0.3902709725484803,1.0
1256,Hi-ToM,Order_4,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.22,0.4163331998932266,100,0.1383986928209276,0.3016013071790724,2.0
1257,Hi-ToM,Order_4,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.29,0.4560480215720687,100,0.20061458777187452,0.37938541222812544,3.0
1258,Hi-ToM,Order_4,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.28,0.451260859854213,100,0.19155287146857428,0.3684471285314258,4.0
1259,Hi-ToM,Order_4,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.34,0.47609522856952324,100,0.24668533520037347,0.43331466479962655,5.0
1262,Hi-ToM,Order_4,Mixed-A Reflection T5,Reflection,Mixed,0.28,0.451260859854213,100,0.19155287146857428,0.3684471285314258,5.0
1264,Hi-ToM,Order_4,Mixed-B Reflection T5,Reflection,Mixed,0.38,0.4878317312145633,100,0.2843849806819456,0.4756150193180544,5.0
1285,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.7045454545454546,0.4579849053087138,132,0.6264150145418061,0.782675894549103,1.0
1286,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.696969696969697,0.4613189511035024,132,0.6182704817467789,0.7756689121926151,2.0
1287,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.6439393939393939,0.48065756100924395,132,0.5619410872322793,0.7259377006465085,3.0
1288,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.6590909090909091,0.4758206322924615,132,0.577917763572576,0.7402640546092422,4.0
1289,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.696969696969697,0.4613189511035026,132,0.6182704817467789,0.7756689121926151,5.0
1310,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.6439393939393939,0.48065756100924406,132,0.5619410872322793,0.7259377006465085,1.0
1311,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.6590909090909091,0.47582063229246135,132,0.577917763572576,0.7402640546092422,2.0
1312,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<qLKSiki> Reflection T3,Reflection,<qLKSiki>,0.6363636363636364,0.4828782545776189,132,0.5539864879881627,0.71874078473911,3.0
1313,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<qLKSiki> Reflection T4,Reflection,<qLKSiki>,0.5757575757575758,0.4961102457079156,132,0.49112310126250536,0.6603920502526462,4.0
1314,Hi-ToM,Teller_Knowledge_Container_Private_Communication,<qLKSiki> Reflection T5,Reflection,<qLKSiki>,0.5606060606060606,0.49820403799491536,132,0.47561439330667865,0.6455977279054425,5.0
1317,Hi-ToM,Teller_Knowledge_Container_Private_Communication,Mixed-A Reflection T5,Reflection,Mixed,0.5378787878787878,0.5004624278445043,132,0.45250184807238036,0.6232557276851953,5.0
1319,Hi-ToM,Teller_Knowledge_Container_Private_Communication,Mixed-B Reflection T5,Reflection,Mixed,0.6212121212121212,0.48693311969721426,132,0.5381432286497166,0.7042810137745258,5.0
1340,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<Rc3kmmq> Reflection T1,Reflection,<Rc3kmmq>,0.6764705882352942,0.4713010404866808,68,0.5644494416492771,0.7884917348213112,1.0
1341,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<Rc3kmmq> Reflection T2,Reflection,<Rc3kmmq>,0.5147058823529411,0.5034996052651828,68,0.39503162271377384,0.6343801419921083,2.0
1342,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<Rc3kmmq> Reflection T3,Reflection,<Rc3kmmq>,0.6029411764705882,0.4929262571578128,68,0.4857800421515297,0.7201023107896467,3.0
1343,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<Rc3kmmq> Reflection T4,Reflection,<Rc3kmmq>,0.6176470588235294,0.4895752580296541,68,0.5012824064391542,0.7340117112079046,4.0
1344,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<Rc3kmmq> Reflection T5,Reflection,<Rc3kmmq>,0.5735294117647058,0.49824097959612135,68,0.45510504810774693,0.6919537754216647,5.0
1365,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<qLKSiki> Reflection T1,Reflection,<qLKSiki>,0.5588235294117647,0.500219442626321,68,0.43992891494251785,0.6777181438810116,1.0
1366,Hi-ToM,Teller_Knowledge_Container_Public_Claim,<qLKSiki> Reflection T2,Reflection,<qLKSiki>,0.5441176470588235,0.5017528537548118,68,0.4248585638996202,0.6633767302180268,2.0
